"","Name","Ratings","Language","Year","Num_of_episodes","Genre","Duration","Network","Director","Screenwriter","Top_cast"
"https://mydramalist.com//59327-the-legend-of-gu-and-jue","Ancient Love Poetry","8.6","Chinese",2021,49,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","WeTV,TencentVideo,Viki,TencentVideo","Yin Tao,Li Cai","Rao Jun,Li Zhen Ru","Zhou Dong Yu,Xu Kai,Jenny Zhang,Liu Xue Yi,Li Ze Feng,Leon Lai"
"https://mydramalist.com//688213-ghost-doctor","Ghost Doctor","8.6","Korean",2022,16,"Comedy,Medical,Fantasy,Supernatural","Duration: 1 hr. 10 min.","Viki,TVING","Boo Sung Chul","Kim Eun Hee","Rain,Kim Bum,Uee,Son Na Eun,Sung Dong Il,Tae In Ho"
"https://mydramalist.com//26385-three-lives-three-worlds-the-pillow-book","Eternal Love of Dream","8.6","Chinese",2020,56,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","WeTV,Viki,Prime Video,TencentVideo","Chu Yui Bun,Yang Hsuan","","Dilraba Dilmurat,Gao Wei Guang,Li Dong Heng,Lawrence Wang,Yuan Yu Xuan,Fan Zhi Xin"
"https://mydramalist.com//9289-its-okay-thats-love","It's Okay, That's Love","8.6","Korean",2014,16,"Psychological,Comedy,Romance,Drama","Duration: 60 min.","Netflix,WeTV,Viki,Kocowa","Kim Kyu Tae","Noh Hee Kyung","Jo In Sung,Gong Hyo Jin,Sung Dong Il,Lee Kwang Soo,Jin Kyung,Lee Sung Kyung"
"https://mydramalist.com//26644-eulachacha-waikiki","Eulachacha Waikiki","8.6","Korean",2018,20,"Comedy,Life,Youth,Drama","Duration: 1 hr. 5 min.","Netflix,Viki","Kim Ki Ho","","Kim Jung Hyun,Lee Yi Kyung,Son Seung Won,Jung In Sun,Go Won Hee,Lee Joo Woo"
"https://mydramalist.com//32018-3-nen-a-gumi-ima-kara-minna-san-wa-hitojichi-desu","3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu","8.6","Japanese",2019,10,"Action,Mystery,Psychological,School","Duration: 54 min.","Netflix","Muto Shogo","","Suda Masaki,Nagano Mei,Hagiwara Riku,Kamishiraishi Moka,Katayose Ryota,Kawaei Rina"
"https://mydramalist.com//32917-partners-for-justice-2","Partners for Justice 2","8.6","Korean",2019,32,"Mystery,Law,Drama,Medical","Duration: 35 min.","Netflix,Viki,Kocowa","Noh Do Cheol,Han Jin Sun","","Jung Jae Young,Jung Yoo Mi,Oh Man Suk,Noh Min Woo,Kang Seung Hyun,Park Jun Gyu"
"https://mydramalist.com//699557-inside-criminal-minds","Through the Darkness","8.6","Korean",2022,12,"Thriller,Mystery,Crime,Drama","Duration: 1 hr. 10 min.","Kocowa,Viki,Apple TV","Park Bo Ram","Seol Yi Na,Kwon Il Yong","Kim Nam Gil,Jin Seon Kyu,Kim So Jin,Ryeoun,Lee Dae Yeon,Kim Won Hae"
"https://mydramalist.com//38907-the-third-princess-from-the-rumors","The Romance of Tiger and Rose","8.6","Chinese",2020,24,"Historical,Comedy,Romance,Fantasy","Duration: 45 min.","WeTV,Viki,Prime Video,TencentVideo","Cha Chuen Yee","","Zhao Lu Si,Ding Yu Xi,Zhou Zi Xin,Sheng Ying Hao,Jin Yan Qing,Zhao Xin"
"https://mydramalist.com//263-jewel-in-the-palace","Jewel in the Palace","8.6","Korean",2003,54,"Food,Historical,Romance,Medical","Duration: 1 hr. 5 min.","Kocowa,Viki","Lee Byung Hoon","Kim Young Hyun","Lee Young Ae,Ji Jin Hee,Hong Ri Na,Im Ho,Yang  Mi Kyung,Kyeon Mi Ri"
"https://mydramalist.com//3394-the-bridal-mask","The Bridal Mask","8.6","Korean",2012,28,"Action,Historical,Romance,Political","Duration: 1 hr. 5 min.","Netflix,Kocowa,Viki","Yoon Sung Shik,Cha Young Hoon","Yoo Hyun Mi","Joo Won,Jin Se Yeon,Park Ki Woong,Han Chae Ah,Shin Hyun Joon,Chun Ho Jin"
"https://mydramalist.com//59021-tian-ya-ke","Word of Honor","8.6","Chinese",2021,36,"Historical,Mystery,Wuxia,Fantasy","Duration: 45 min.","Netflix,Viki,Prime Video,YOUKU (<U+4F18><U+9177>),YOUKU","Gary Sing,Jones Ma,Li Hong Yu","","Zhang Zhe Han,Gong Jun,Zhou Ye,Asher Ma,Sun Xi Lun,Huang You Ming"
"https://mydramalist.com//20566-nirvana-in-fire-2-the-wind-blows-in-chang-lin","Nirvana in Fire 2: The Wind Blows in Chang Lin","8.6","Chinese",2017,50,"Military,Historical,Wuxia,Political","Duration: 45 min.","Viki,YoYo English Channel","Kong Sheng,Li Xue","","Huang Xiao Ming,Liu Hao Ran,Tong Li Ya,Zhang Hui Wen,Wu Hao Chen,Sun  Chun"
"https://mydramalist.com//30967-red-moon-blue-sea","Children of Nobody","8.6","Korean",2018,32,"Thriller,Mystery,Psychological,Drama","Duration: 30 min.","Viki,Kocowa","Do Hyun Jung","Choi Jung Gyu","Kim Sun Ah,Lee Yi Kyung,Nam Gyu Ri,Cha Hak Yeon,Joo Seok Tae,Na Young Hee"
"https://mydramalist.com//20340-good-manager","Good Manager","8.6","Korean",2017,20,"Business,Comedy,Crime,Drama","Duration: 60 min.","Netflix,Viki","Park Jae Bum","Lee Jae Hoon,Choi Yoon Seok","Namkoong Min,Nam Sang Mi,Lee Jun Ho,Jung Hye Sung,Kim Won Hae,Kim Kang Hyun"
"https://mydramalist.com//25422-unnatural","Unnatural","8.6","Japanese",2018,10,"Thriller,Mystery,Medical","Duration: 45 min.","WeTV","Nogi Akiko","","Ishihara Satomi,Iura Arata,Kubota Masataka,Ichikawa Mikako,Matsushige Yutaka,Yakushimaru Hiroko"
"https://mydramalist.com//21846-my-father-is-strange","My Father is Strange","8.6","Korean",2017,52,"Comedy,Romance,Drama,Family","Duration: 1 hr. 6 min.","Netflix,Viki,KBS World,Apple TV,Kocowa","Lee Jung Sun","Lee Jae Sang","Kim Yeong Cheol,Kim Hae Sook,Ryu Soo Young,Lee Yoo Ri,Lee Joon,Jung So Min"
"https://mydramalist.com//24863-go-back-couple","Go Back Couple","8.6","Korean",2017,12,"Comedy,Romance,Fantasy","Duration: 1 hr. 10 min.","Netflix,Viki,Kocowa","Kwon Hye Joo","Ha Byung Hoon","Jang Na Ra,Son Ho Jun,Heo Jung Min,Han Bo Reum,Jang Ki Yong,Go Bo Gyeol"
"https://mydramalist.com//7125-hanzawa-naoki","Hanzawa Naoki","8.6","Japanese",2013,10,"Thriller,Business,Drama","Duration: 54 min.","","Yatsu Hiroyuki","","Sakai Masato,Ueto Aya,Oikawa Mitsuhiro,Takito Kenichi,Kagawa Teruyuki ,Kitaoji Kinya"
"https://mydramalist.com//27361-stranger-2","Stranger 2","8.6","Korean",2020,16,"Thriller,Mystery,Law,Drama","Duration: 1 hr. 2 min.","Netflix","Park Hyun Suk","","Jo Seung Woo,Bae Doo Na,Jeon Hye Jin,Choi Moo Sung,Lee Joon Hyuk,Yoon Se Ah"
"https://mydramalist.com//51397-final-chronicles","Ultimate Note","8.6","Chinese",2020,37,"Action,Adventure,Thriller,Mystery","Duration: 45 min.","","Zhang Yuan Ang,Tian Liang Liang","","Joseph Zeng,Xiao Yu Liang,Cheng Fang Xu,Liu Yu Ning,Liu Yu Han,Hankiz Omar"
"https://mydramalist.com//5591-battle-of-changsha","Battle of Changsha","8.6","Chinese",2014,32,"Historical,Romance,Family,War","Duration: 45 min.","CN Drama","Wu Tong,Zeng Lu","Kong Sheng,Zhang Kai Zhou","Yang Zi,Wallace Huo,Ren Cheng Wei,Niu Jun Feng,Zuo  Xiao Qing,Gao Xin"
"https://mydramalist.com//58781-more-than-blue","More than Blue: The Series","8.6","Taiwanese",2021,10,"Music,Romance,Life,Melodrama","Duration: 45 min.","Netflix","Hsieh Pei Ju","","Gingle Wang,Fandy Fan,Ivy Shao,Edison Wang,Figaro Tseng,Eleven Yao"
"https://mydramalist.com//49745-a-tale-of-a-thousand-stars","A Tale of Thousand Stars","8.6","Thai",2021,10,"Romance,Drama","Duration: 1 hr. 5 min.","GMMTV","Backaof  Noppharnach Chaiwimol","","Mix Sahaphap Wongratch,Earth Pirapat Watthanasetsiri,Aye Sarunchana Apisamaimongkol,Nammon Krittanai Arsalprakit,Khaotung Thanawat Ratanakitpaisan,White Nawat Phumphothingam"
"https://mydramalist.com//7114-empress-ki","Empress Ki","8.6","Korean",2013,51,"Historical,Romance,Melodrama,Political","Duration: 1 hr. 5 min.","Netflix,Kocowa,Viki,Apple TV","Han Hee,Lee Sung Joon","Jang Young Chul,Jung Kyung Soon","Ha Ji Won,Ji Chang Wook,Joo Jin Mo,Baek Jin Hee,Kim Ji Han,Kim Seo Hyung"
"https://mydramalist.com//27367-the-gifted","The Gifted","8.6","Thai",2018,13,"Thriller,Mystery,Youth,Supernatural","Duration: 55 min.","GMMTV","O Patha Thongpan,Sand Dhammarong Sermrittirong,Waasuthep Ketpetch,Dome Jarupat Kannula","","Nanon Korapat Kirdpan,Chimon Wachirawit Ruangwiwat,Lilly Nichapalak Thongkham,Jane Ramida Jiranorraphat,Gun Atthaphan Phunsawat,Sing Harit Cheewagaroon"
"https://mydramalist.com//76433-secrets-in-the-lattice","Our Secret","8.6","Chinese",2021,24,"Romance,School,Youth","Duration: 45 min.","MGTV Drama Channel,MGTV","Joker Sun","","Chen Zhe Yuan,Rainbow Xu,Wang Ze Xuan,Wang Yi Lan,Fan Zhi Xin,Liu Zhi Wei"
"https://mydramalist.com//32227-designated-survivor","Designated Survivor: 60 Days","8.6","Korean",2019,16,"Thriller,Mystery,Drama,Political","Duration: 1 hr. 10 min.","Netflix","Yoo Jong Sun","Kim Tae Hee","Ji Jin Hee,Son Seok Koo,Kang Han Na,Heo Joon Ho,Lee Joon Hyuk,Choi Yoon Young"
"https://mydramalist.com//7398-you-who-came-from-the-stars","My Love from the Star","8.6","Korean",2013,21,"Comedy,Romance,Drama,Supernatural","Duration: 58 min.","Netflix,Kocowa,Viki,Apple TV","Oh Choong Hwan,Jang Tae Yoo","","Kim Soo Hyun,Jun Ji Hyun,Park Hae Jin,Yoo In Na,Shin Sung Rok,Kim Chang Wan"
"https://mydramalist.com//18896-age-of-youth","Age of Youth","8.6","Korean",2016,12,"Romance,Life,Youth,Drama","Duration: 60 min.","Netflix,Prime Video,Apple TV","Park Yeon Sun","","Han Ye Ri,Ryu Hwa Young,Park Eun Bin,Han Seung Yeon,Park Hye Soo,Yoon Park"
"https://mydramalist.com//44611-i-have-been-there-once","Once Again","8.6","Korean",2020,100,"Comedy,Romance,Drama,Family","Duration: 35 min.","Netflix,Viki","Lee Jae Sang","Yang Hee Seung","Chun Ho Jin,Cha Hwa Yun,Lee Jung Eun,Oh Dae Hwan,Lee Min Jung,Lee Sang Yeob"
"https://mydramalist.com//51571-cat-s-cradle","The Bad Kids","8.6","Chinese",2020,12,"Adventure,Thriller,Mystery","Duration: 50 min.","","Bob Xin","Joker Sun,Pan Yi Ran","Qin Hao,Rong Zi Shan,Shi Peng Yuan,Wang Sheng Di,Wang Jing Chun,Zhang Song Wen"
"https://mydramalist.com//6719-cruel-city","Cruel City","8.6","Korean",2013,20,"Action,Thriller,Romance,Crime","Duration: 60 min.","Viki","Lee Jeong Hyo","Yoo Sung Yeol","Jung Kyung Ho,Nam Gyu Ri,Lee Jae Yoon,Son Chang Min,Kim Yoo Mi,Choi Moo Sung"
"https://mydramalist.com//34539-ssang-gap-pocha","Mystic Pop-Up Bar","8.6","Korean",2020,12,"Mystery,Comedy,Family,Fantasy","Duration: 1 hr. 8 min.","Netflix","Ha Yoon Ah","Jun Chang Geun","Hwang Jung Eum,Yook Sung Jae,Choi Won Young,Jung Da Eun,Lee Joon Hyuk,Na In Woo"
"https://mydramalist.com//695539-bad-and-crazy","Bad and Crazy","8.6","Korean",2021,12,"Action,Thriller,Mystery","Duration: 1 hr. 10 min.","Netflix,TVING","Yoo Seon Dong","Kim Sae Bom","Lee Dong Wook,Wi Ha Joon,Han Ji Eun,Cha Hak Yeon,Sung Ji Ru,Cha Shi Won"
"https://mydramalist.com//50717-365-one-year-against-destiny","365: Repeat the Year","8.6","Korean",2020,24,"Thriller,Mystery,Drama,Fantasy","Duration: 35 min.","Kocowa,Viki","Lee Seo Yoon,Lee Soo Kyung","","Lee Joon Hyuk,Nam Ji Hyun,Kim Jee Soo,Lee Sung Wook,Yoon Joo Sang,Ahn Seung Gyun"
"https://mydramalist.com//24230-just-between-lovers","Just Between Lovers","8.6","Korean",2017,16,"Psychological,Romance,Melodrama","Duration: 1 hr. 13 min.","Netflix,WeTV,Viki,Hulu","Kim Jin Won","Yoo Bo Ra","Lee Jun Ho,Won Jin Ah,Lee Ki Woo,Kang Han Na,Kim Hye Joon,Yoon Se Ah"
"https://mydramalist.com//53101-missing","Missing: The Other Side","8.6","Korean",2020,12,"Thriller,Mystery,Supernatural","Duration: 1 hr. 10 min.","Viki","Min Yeon Hong","","Go Soo,Heo Joon Ho,Ahn So Hee,Ha Joon,Seo Eun Soo,Song Geon Hee"
"https://mydramalist.com//24018-the-kings-avatar","The King’s Avatar","8.6","Chinese",2019,40,"Action,Friendship,Youth,Sports","Duration: 45 min.","Netflix,WeTV","Shiyiyue,Zhang Xiao An","","Yang Yang,Jiang Shu Ying,Lai Yu Meng,Daisy Li,Leon Lai,Fan Jin Wei"
"https://mydramalist.com//50395-forever-love","Forever Love","8.6","Chinese",2020,28,"Romance,School,Youth,Drama","Duration: 45 min.","WeTV,TencentVideo","Romance,School,Youth,Drama","Wen De Guang","Wang An Yu,Julia Xiang,Chen Ze,Pan Mei Ye,Zhao Hao Hong,Yuan Hao"
"https://mydramalist.com//24685-project-s-the-series-skate-our-souls","Project S: Skate Our Souls","8.6","Thai",2017,8,"Psychological,Youth,Drama,Sports","Duration: 45 min.","Netflix,GDH","Pat Boonnitipat","","James Teeradon Supapunpinyo,Pat Chayanit Chansangavej,Toni Rakkaen,Praew Narupornkamol Chaisang,Tom Phollawat Manuprasert,Jasper Dohrs"
"https://mydramalist.com//6068-kazoku-game-2013","Kazoku Game","8.6","Japanese",2013,10,"Mystery,Psychological,Life,Family","Duration: 46 min.","","Muto Shogo","","Sakurai Sho,Kamiki Ryunosuke,Uragami Seishu,Itao Itsuji,Suzuki Honami,Kutsuna Shiori"
"https://mydramalist.com//24353-avengers-social-club","Avengers Social Club","8.6","Korean",2017,12,"Friendship,Comedy,Life,Drama","Duration: 60 min.","K-DRAMA","Kim Yi Ji,Hwang Da Eun","Kwon Seok Jang,Kim Sang Ho","Lee Yo Won,Ra Mi Ran,Myung Se Bin,Lee Jun Young,Choi Byung Mo,Jang Yong"
"https://mydramalist.com//312-mother","Mother","8.6","Japanese",2010,11,"Thriller,Drama,Family","Duration: 54 min.","Hulu","Sakamoto Yuji","","Matsuyuki Yasuko,Ashida Mana,Ono Machiko,Ayano Go,Yamamoto  Koji,Tanaka Minoru"
"https://mydramalist.com//54335-my-small-indeed-fortunate","My Little Happiness","8.6","Chinese",2021,28,"Comedy,Law,Romance,Drama","Duration: 45 min.","WeTV,Viki","Liu Fei,Liu Chen Guang","Yang Long","Xing Fei,Tang Xiao Tian,Huang Yi Lin,Li Chuan,Fu Wei Lun,Liu Chang"
"https://mydramalist.com//22599-save-me","Save Me","8.6","Korean",2017,16,"Action,Thriller,Mystery,Drama","Duration: 60 min.","K-DRAMA","Kim Sung Soo","","Seo Yea Ji,Ok Taec Yeon,Woo Do Hwan,Jo Sung Ha,Jo Jae Yoon,Park Ji Young"
"https://mydramalist.com//6756-the-masters-sun","The Master's Sun","8.6","Korean",2013,17,"Horror,Comedy,Romance,Supernatural","Duration: 1 hr. 2 min.","Netflix,WeTV,Viki,SBS World,Wavve,Apple TV,Kocowa","Jin Hyeok","Hong Jung Eun,Hong Mi Ran","Gong Hyo Jin,So Ji Sub,Seo In Guk,Kim Yoo Ri,Choi Jung Woo,Kim  Mi Kyung"
"https://mydramalist.com//33767-crossfire","Cross Fire","8.6","Chinese",2020,36,"Action,Youth,Sci-Fi,Sports","Duration: 45 min.","WeTV,YOUHUG MEDIA","Derek Hui","Xu Su","Lu Han,Leo Wu,Song Yan Fei,Dai Lu Wa,Xia Zhi Yuan,Pan Mei Ye"
"https://mydramalist.com//79997-boy-referee","Juvenile Justice","8.6","Korean",2022,10,"Law,Drama","Duration: 1 hr. 2 min.","Netflix","Kim Min Sook","Hong Jong Chan","Kim Hye Soo,Kim Mu Yeol,Lee Sung Min,Lee Jung Eun,Park Jong Hwan,Park Ji Yun"
"https://mydramalist.com//30919-arsenal-military-academy","Arsenal Military Academy","8.6","Chinese",2019,48,"Action,Military,Thriller,Historical","Duration: 45 min.","Viki","Xiao Xiang Dong Er","Hui Kai Dong,Guo Hao","Bai Lu,Xu Kai,Toby Lee,Wu Jia Yi,Wang Yi Zhe,Liu Si Bo"
"https://mydramalist.com//9916-bad-guys","Bad Guys","8.6","Korean",2014,11,"Action,Thriller,Psychological,Crime","Duration: 1 hr. 5 min.","Netflix","Han Jung Hoon","","Kim Sang Joong,Park Hae Jin,Jo Dong Hyuk,Ma Dong Seok,Kang Ye Won,Kang Shin Il"
"https://mydramalist.com//62575-snowdrop","Snowdrop","8.6","Korean",2021,16,"Romance,Drama,Melodrama,Political","Duration: 1 hr. 30 min.","Disney+","Jo Hyun Taek","Yoo Hyun Mi","Jung Hae In,Kim Ji Soo,Jang Seung Jo,Yoo In Na,Yoon Se Ah,Kim Hye Yoon"
"https://mydramalist.com//27234-le-coup-de-foudre","Le Coup de Foudre","8.6","Chinese",2019,35,"Romance,Life,School,Youth","Duration: 45 min.","Netflix,WeTV,Viki,HUACE GLOBAL FUN,AsianCrush","Wang Zhi","","Janice Wu,Zhang Yu Jian,Zhao Zhi Wei,Ma Li,An Ge,Zhang Yue Ying"
"https://mydramalist.com//40257-round-six","Squid Game","8.5","Korean",2021,9,"Action,Thriller,Mystery,Drama","Duration: 60 min.","Netflix","Hwang Dong Hyuk","","Lee Jung Jae,Park Hae Soo,Jung Ho Yeon,Wi Ha Joon,Anupam Tripathi,Oh Young Soo"
"https://mydramalist.com//682589-bad-buddy","Bad Buddy","8.5","Thai",2021,12,"Comedy,Romance,School,Youth","Duration: 55 min.","WeTV,GMMTV","Backaof  Noppharnach Chaiwimol","","Nanon Korapat Kirdpan,Ohm Pawat Chittsawangdee,Love Pattranite Limpatiyakorn,Milk  Pansa Vosbein,Jimmy Jitaraphol Potiwihok,Drake Sattabut Laedeke"
"https://mydramalist.com//20782-rebel-thief-who-stole-the-people","Rebel: Thief Who Stole the People","8.5","Korean",2017,30,"Action,Thriller,Historical,Romance","Duration: 60 min.","Netflix,Viki,Kocowa","Kim Jin Man","","Yoon Kyun Sang,Chae Soo Bin,Kim Ji Suk,Lee Ha Nee,Kim Sang Joong,Shim Hee Sub"
"https://mydramalist.com//66743-the-day-of-becoming-you","The Day of Becoming You","8.5","Chinese",2021,26,"Friendship,Comedy,Romance,Supernatural","Duration: 45 min.","","Wang Zheng","Wang Xiong Cheng","Zhang Xin Cheng,Liang Jie,Zhao Zhi Wei,Vian Wang,Zhou Shi Yuan,An Ge"
"https://mydramalist.com//35205-nobody-knows","Nobody Knows","8.5","Korean",2020,16,"Thriller,Mystery,Drama,Melodrama","Duration: 1 hr. 10 min.","Kocowa,Viki,SBS World","Kim Eun Hyang","Lee Jung Heum","Kim Seo Hyung,Ryu Deok Hwan,Park Hoon,Ahn Ji Ho,Min Jin Woong,Kang Ye Won"
"https://mydramalist.com//52897-lovely-us","Lovely Us","8.5","Chinese",2020,16,"Friendship,Romance,School,Youth","Duration: 44 min.","","Mao De Shu","","Marcus Li,Tian Xi Wei,Li Ming Yuan,Li Ying Ying,You Hao Ran,Zhao Qian"
"https://mydramalist.com//6993-i-hear-your-voice","I Hear Your Voice","8.5","Korean",2013,18,"Mystery,Law,Romance,Supernatural","Duration: 60 min.","Netflix,WeTV,Viki,SBS World,Apple TV,Kocowa","Park Hye Ryun","","Lee Jong Suk,Lee Bo Young,Yoon Sang Hyun,Lee Da Hee,Jung Woong In,Yoon Joo Sang"
"https://mydramalist.com//27467-go-go-squid","Go Go Squid!","8.5","Chinese",2019,41,"Comedy,Romance,Sports","Duration: 45 min.","WeTV,Viki,Croton MEGA HIT,Apple TV","Mo Bao Fei Bao","","Yang Zi,Li Xian,Hu Yi Tian,Lee Hong Chi,Li Ze Feng,Chen Xi Jun"
"https://mydramalist.com//32507-beautiful-world","Beautiful World","8.5","Korean",2019,16,"Life,School,Family,Melodrama","Duration: 60 min.","Netflix,Viki","Park Chan Hong","Kim Ji Woo","Park Hee Soon ,Choo Ja Hyun,Oh Man Suk,Cho Yeo Jung,Nam  Da Reum ,Kim Hwan Hee"
"https://mydramalist.com//23472-bpoop-phaeh-saniwaat","Love Destiny","8.5","Thai",2018,15,"Historical,Comedy,Romance,Supernatural","Duration: 1 hr. 50 min.","Netflix,Ch3Thailand,meWATCH,ch3+","Salaya Sukanivatt","","Bella Ranee Campen,Pope Thanawat Wattanaputi,Punjan Kawin Imanothai,Prang Kannarun Wongkajornklai,Susie Susira Nanna,Louis Scott"
"https://mydramalist.com//4689-reply-1997","Reply 1997","8.5","Korean",2012,16,"Comedy,Romance,Life,Family","Duration: 60 min.","Viki,Apple TV,K-DRAMA,Netflix","Shin Won Ho","","Jung Eun Ji,Seo In Guk,Hoya,Shin So Yool,Eun Ji Won,Lee Si Eon"
"https://mydramalist.com//58337-kairos","Kairos","8.5","Korean",2020,16,"Action,Thriller,Drama,Sci-Fi","Duration: 1 hr. 10 min.","Kocowa,Viki,Apple TV","Lee Soo Hyun","Park Seung Woo","Shin Sung Rok,Lee Se Young,Ahn Bo Hyun,Nam Gyu Ri,Kang Seung Yoon,Jo Dong In"
"https://mydramalist.com//28116-aseudal","Arthdal Chronicles Part 1: The Children of Prophecy","8.5","Korean",2019,6,"Historical,Romance,Fantasy,Political","Duration: 1 hr. 20 min.","Netflix","Kim Won Suk","","Song Joong Ki,Jang Dong Gun,Kim Ji Won,Kim Ok Bin,Kim Eui Sung,Jo Sung Ha"
"https://mydramalist.com//49871-love-is-sweet","Love Is Sweet","8.5","Chinese",2020,36,"Business,Comedy,Romance","Duration: 45 min.","","Wang Wen Tong","Yu Chung Chung,Wu Jian Xin","Luo Yun Xi,Bai Lu,Gao Han Yu,Xiao Yan,Riley Wang,Zhao Yuan Yuan"
"https://mydramalist.com//28742-vagabond","Vagabond","8.5","Korean",2019,16,"Action,Thriller,Mystery,Crime","Duration: 1 hr. 10 min.","Netflix","Yoo In Shik","Jang Young Chul,Jung Kyung Soon","Lee Seung Gi,Bae Suzy,Shin Sung Rok,Moon Jung Hee,Lee Kyung Young,Baek  Yoon Shik"
"https://mydramalist.com//687131-dali-and-gamjatang","Dali and the Cocky Prince","8.5","Korean",2021,16,"Comedy,Romance,Drama","Duration: 1 hr. 5 min.","Viki","Lee Jung Sub","","Park Gyu Young,Kim Min Jae,Kwon Yool,Hwang Hee,Yeonwoo,Woo Hee Jin"
"https://mydramalist.com//27885-why-secretary-kim","What's Wrong with Secretary Kim","8.5","Korean",2018,16,"Friendship,Business,Comedy,Romance","Duration: 1 hr. 9 min.","Netflix,WeTV,Viki,Hulu,iflix,Apple TV","Baek Sun Woo,Choi Bo Rim","Park Joon Hwa","Park Min Young,Park Seo Joon,Lee Tae Hwan,Pyo Ye Jin,Kim Hye Ok,Kim Byung Ok"
"https://mydramalist.com//26035-guardian","Guardian","8.5","Chinese",2018,40,"Friendship,Thriller,Mystery,Fantasy","Duration: 45 min.","Viki,YOUKU (<U+4F18><U+9177>),YoYo English Channel,YoYo TV,YOUKU","Ma Chun Tao,Fu Si Zhen,Han Jing","","Bai Yu,Zhu Yi Long,Gao Yu Er,Li Yan,Jiang Ming Yang,Xin Peng"
"https://mydramalist.com//685203-that-night","One Ordinary Day","8.5","Korean",2021,8,"Thriller,Mystery,Law,Crime","Duration: 1 hr. 10 min.","","Kwon Soon Gyu","Lee Myung Woo","Kim Soo Hyun,Cha Seung Won,Lee Seol,Kim Shin Rok,Kim Hong Pa,Kim Sung Gyu"
"https://mydramalist.com//32966-doctor-room","Doctor John","8.5","Korean",2019,32,"Mystery,Romance,Life,Medical","Duration: 35 min.","Netflix,Viki,SBS World,Apple TV","Jo Soo Won","","Ji Sung,Lee Se Young,Lee Kyu Hyung,Hwang Hee,Jung Min Ah,Kwon Hwa Woon"
"https://mydramalist.com//8507-boku-no-ita-jikan","Boku no Ita Jikan","8.5","Japanese",2014,11,"Romance,Life,Drama,Melodrama","Duration: 54 min.","","Hayama Hiroki,Joho Hidenori","Hashibe Atsuko","Miura Haruma,Tabe Mikako,Saitoh Takumi,Kazama Shunsuke,Yamamoto Mizuki,Nomura Shuhei"
"https://mydramalist.com//215-queen-seon-duk","Queen Seon Duk","8.5","Korean",2009,62,"Historical,Romance,Drama,Political","Duration: 1 hr. 5 min.","<U+C61B><U+B4DC> : <U+C61B><U+B0A0> <U+B4DC><U+B77C><U+B9C8> [<U+B4DC><U+B77C><U+B9DB><U+C9D1>],Apple TV,Kocowa,Viki","Park Hong Kyun,Kim Keun Hong","Kim Young Hyun,Park Sang Yeon","Lee Yo Won,Go Hyun Jung,Park Ye Jin,Yoo Seung Ho,Kim Nam Gil,Uhm Tae Woong"
"https://mydramalist.com//30911-when-camellia-blooms","When the Camellia Blooms","8.5","Korean",2019,40,"Thriller,Comedy,Romance,Drama","Duration: 35 min.","Netflix","Cha Young Hoon","Im Sang Choon","Gong Hyo Jin,Kang Ha Neul,Kim Ji Suk,Son Dam Bi,Oh Jung Se,Yeom Hye Ran"
"https://mydramalist.com//31618-winter-begonia","Winter Begonia","8.5","Chinese",2020,49,"Historical,Business,Romance,Drama","Duration: 45 min.","Viki,China Huanyu Ent. Official","Jiu Ren,Yu Zhou","Hui Kai Dong,Guo Hao","Huang Xiao Ming,Yin Zheng,Charmaine Sheh,Merxat,Liu Min,Li Ze Feng"
"https://mydramalist.com//22472-fight-for-my-way","Fight For My Way","8.5","Korean",2017,16,"Business,Comedy,Romance,Sports","Duration: 60 min.","Netflix,WeTV,Viki,iflix,Apple TV,Kocowa","Im Sang Choon","","Park Seo Joon,Kim Ji Won,Ahn Jae Hong,Song  Ha Yoon,Kim Sung Oh,Jin Hee Kyung"
"https://mydramalist.com//16589-w","W","8.5","Korean",2016,16,"Thriller,Comedy,Romance,Fantasy","Duration: 60 min.","Netflix,WeTV,Viki,iflix,Apple TV","Song Jae Jung","","Han Hyo Joo,Lee Jong Suk,Kim Eui Sung,Lee Tae Hwan,Jung Eugene,Lee Si Eon"
"https://mydramalist.com//49809-hello-mom","Hi Bye, Mama!","8.5","Korean",2020,16,"Romance,Family,Melodrama,Supernatural","Duration: 1 hr. 10 min.","Netflix","Yoo Je Won","Kwon Hye Joo","Kim Tae Hee,Lee Kyu Hyung,Go Bo Gyeol,Seo Woo Jin,Shin Dong Mi,Oh Eui Shik"
"https://mydramalist.com//79527-the-crazy-guy-in-the-district","Mad for Each Other","8.5","Korean",2021,13,"Comedy,Romance,Drama","Duration: 35 min.","Netflix,Kakao TV","Ah Kyung","Lee Tae Gon","Oh Yeon Seo,Jung Woo,Lee Soo Hyun,Ahn Woo Yeon,Kim Nam Hee,Baek Ji Won"
"https://mydramalist.com//20378-voice","Voice","8.5","Korean",2017,16,"Thriller,Mystery,Psychological","Duration: 60 min.","Netflix,Viki,Prime Video,K-DRAMA","Kim Hong Seon","","Jang Hyuk,Lee  Ha Na ,Baek Sung Hyun,Ye Sung,Son Eun Seo,Kim Jae Wook"
